company_name,date,rating,channel,title,description
Unit 262,2022-08-14,5,Airbnb,,Our stay was amazing! Check-in was so simple and they had extra stuff in case we forgot anything. They kept in contact the whole time and we’re very helpful!
Grandview,2023-12-26,5,Airbnb,,Everything went very smooth. The house worked great for us. Great communication! Would stay again.
2836 N. Washington ,2024-01-22,5,Airbnb,,Brentwood’s home was beautiful and perfectly located for our stay. The home was clean and well taken care of. Will def recommend to anyone!
Sanders,2023-07-31,5,Airbnb,,"Thank you for a wonderful stay.  Location was very convenient, quiet, and felt safe.  Kitchen was well appointed for cooking and beds were comfortable.  Would definitely stay again!"
Morris ,2024-03-30,5,Airbnb,,Great location.<br/>Excellent place.<br/>Would rent again
330 E Caven,2024-07-21,4,Airbnb,,"A little pricey, but perfect place to stay for our family."
N. New Jersey ,2023-02-03,5,Airbnb,,Nice place
Sanders,2023-10-23,5,Airbnb,,"My friends and I had a great time at Brentwood’s place! Everything was clean, we had everything we needed, and they communicated clearly with us.<br/>Would recommend, thanks!"
848 Camp St,2024-08-19,5,Airbnb,,very good experience and kind
Grandview,2024-08-13,5,Airbnb,,"Great, quiet neighborhood. Super clean and everything as described. The primary bed was sooo comfy!  And the backyard space was perfect for having some family over.  Would rent here again"
Woodland,2024-11-10,5,Airbnb,,Nice place. Good neighborhood. Very responsive hosts.  Overall great stay
2834 N. Washington ,2024-03-24,5,Airbnb,,"The home was very nice and updated! It was very cozy and comfortable. The only problem we ran into was there was only one roll of toilet paper in the house, so we had to go buy our own. Over all very clean and up-kept home!"
Unit 262,2022-06-19,5,Airbnb,,"Place was clean and comfortable! Gabriel was also a great host, very communicative!"
6115 Ralston,2023-12-09,5,Airbnb,,"Great stay - if back in the area, I’ll book again."
1301 Ringgold,2025-02-04,5,Vrbo,Great place in cool part of town!,Loved our stay here. Walking distance to Fountain Square with cool shops and restaurants. Felt safe. Very spacious and great value for 3 bedrooms and 3 bathrooms! 
330 E Caven,2024-10-13,5,Airbnb,,"Second time staying here. Great place, will definitely return!"
848 Camp St,2025-04-24,3,Airbnb,,"Nice enough house and met our needs.  The neighborhood was fine and the free parking on the street worked.  Appreciated the coffee and the updates to the house seemed well done.  <br/>In their description, it notes that a registration process and rental agreement is required on a 3rd party site.  I had missed this.  Wifi also required a registration and a mandatory acceptance of promotions.  For me, these were annoyances that I wish I would have read more carefully.<br/>Good communication otherwise."
1232 Union Street,2024-06-17,5,Airbnb,,Any time I’m in Indianapolis I’ll be looking for this spot. It was just what we needed for my son who made Olympic trials. Very nice and very clean. Thank you for a great place to stay.
2834 N. Washington ,2024-07-31,5,Airbnb,,Excellent communication with the host! I can't say enough about how helpful the host was before and during our stay!!! The house was as described and we were very comfortable for stay. We would definitely stay again when we are in the area next time.
1301 Ringgold,2024-07-06,5,Airbnb,,great stay
5827 North College,2019-10-27,5,Airbnb,,Lovely home in the heart of broad ripple would highly recommend to anyone visiting Indy!
Unit 110,2022-11-12,5,Airbnb,,Everything was great! Good communication and super easy check-in.
2834 N. Washington ,2023-11-26,5,Airbnb,,Very clean.  Very responsive. Excellent price.  Will definitely be using this property again in the future.
Morris ,2024-10-21,5,Vrbo,Great location close to stadium and downtown,We found this to be perfect and within walking distance of downtown and the football stadium.  The only thing we would have appreciated would have been a fire pit.  Rooms were appointed nicely.  Everything was clean minus a few dishes/pans previous renters didn’t clean properly. We  had 3 couples and this was great for us.  Had a lovely time and would recommend definitely. 
College ,2023-05-24,4,Airbnb,,"Had a great stay here. Cozy and updated spot, an Uber to plenty of great spots."
6140 Winthrop ,2023-07-23,5,Airbnb,,"The house was comfortable, clean, and well air conditioned! The neighborhood was fantastic, with short walk to many restaurants. It was a quiet and restful home base for our Indy adventures."
1901 Carrollton ,2023-08-06,4,Airbnb,,"Great place and very friendly host(s). Location was great for what we needed. Unfortunately, the toiletry supply was lacking for a location expecting six people. Other than that, wonderful space and people :)"
1301 Ringgold,2024-02-26,5,Airbnb,,The people with Brentwood were amazing. Very responsive and helpful. We enjoyed our stay and would love to come back to this place for a friends get away to hit up some of the locals bars and restaurants that were in walking distance. <br/>We were here for a family trip with a toddler. The children’s museum was a short drive from the house which was very nice. <br/>The house was clean and well stocked. It was an added bonus that they had games for younger children as well as adults.
Grandview,2024-11-03,5,Vrbo,Fun Birthday Retreat,"We stayed here for my friend’s 40th birthday celebration. The house is in a great location, and it had all the amenities we wanted."
44 S Holmes,2023-11-05,5,Airbnb,,"I have no complaints and would stay here again. The inside was really nice, and had everything I needed. Thank you!"
N. New Jersey ,2023-02-07,5,Airbnb,,Fantastic place. Will book again if I come back to Indy
Morris ,2024-05-23,5,Vrbo,Thanks for the coffee,Everything was clean and as advertised. Suited our needs very well. Thanks for the free coffee pods!
135 Hillcrest ,2024-10-27,5,Airbnb,,Lovely place! We had all our coaches stay together at this home near Grand Park. Super convenient for the weekend. Host was communicative and helpful if anything was needed. Would stay again!
6140 Winthrop ,2023-07-30,5,Airbnb,,"Great location, house was comfortable, and neighborhood felt safe. Would go back!"
Sanders,2024-12-14,5,Airbnb,,Great stay in a great location. The house had everything we needed.
College ,2024-09-08,5,Airbnb,,"This place was as advertised, the check in process of taking a photo of your drivers license (front and back), a selfie of yourself, a questionnaire etc. I thought that was really excessive and annoying. However, the house was clean, true to the pictures, and I had a good stay. The price I paid seems high for houses amenities, location and the 2 nights that I stayed, but if you're good with the price, I would recommend this listing."
5827 North College,2024-07-28,5,Airbnb,,Kathy’s place was a dream! Perfect location and decorated with an interior designer’s touch. When anyone asked where we were staying we proudly displayed a pic and waited for the oohs and aahs. The home was stately as well as charming. Kathy’s home made our first stay in Indy an experience we won’t forget.
N. New Jersey ,2024-02-20,5,Airbnb,,"Had a great time at this Airbnb! The place was super clean and comfy. It's in a handy spot, and the host was chill and easy to reach. Checking in was a breeze. They've got all the good stuff you need. Definitely recommend this spot if you want a cool and cozy stay!"
Unit 262,2023-07-31,5,Airbnb,,"The host was very understanding, and communication was good. The location had no power for some time due to a storm in Indianapolis. The host promised some refund, and she did refund more than what she promised, which was shocking. <br/>so happy with the service. Nice and honest host."
6115 Ralston,2024-11-26,5,Airbnb,,"Great location, very quaint and accommodating!"
2834 N. Washington ,2023-04-03,5,Airbnb,,Beautiful location! Beautiful property! Great host! I couldn’t of asked for better
Unit 262,2023-03-10,5,Airbnb,,"Great place, will definitely stay again!"
Grandview,2024-06-05,5,Airbnb,,"Super clean, wonderfully furnished and the perfect space for our needs.   Great gathering spaces indoors and out, with plenty of room to spread out as well.   We made meals in the kitchen from groceries purchased just a couple minutes down the road.   Brentwood’s team was in contact making sure we were comfortable and had everything we needed.  Would absolutely stay there again if we come back this way.    Thanks!"
Senour,2025-02-09,5,Airbnb,,Me and my family stayed for a weekend get away and we absolutely loved the place. The Brentwood team very friendly and helpful. Would definitely recommend to other guests.
Carson,2024-02-18,5,Airbnb,,"I can not say anything bad about the host. This was a last-minute thing on our way. We found out the other location had overbooked, and we found this spot, and they let us do a last minute check in I can't tell them how grateful we were for their accurate response."
1620 Walden Court,2023-04-06,5,Airbnb,,Gabriel's house was clean and comfortable.  We had everything we needed to feel at home.  Location is very close to all good things in Zionsville.  The neighborhood is very quiet and well kept.  The furniture appears to be new and very comfortable.  An issue did arise which was beyond anyone's control but was  fixed in a very timely manner.  Thank you Gabriel.
Fess Ave,2024-08-18,5,Airbnb,,"We stayed at this property visiting family.  We had a great stay, the kitchen area is amazing and the location of the house is pristine."
Grandview,2024-05-14,5,Airbnb,,"We stayed here for a ""girl's"" weekend with a group of mature women, who all traveled to Indianapolis from other cities/states/provinces. It was important for each of us to have our own bed, and the 6 beds in 4 bedrooms fit the requirement. The house was clean, and conducive to conversation and spending time together. We particularly enjoyed the backyard seating area. <br/>The location was convenient - it was near a local friend who's  milestone birthday we were celebrating. There were many nearby restaurants to choose from, as well as grocery and other stores for anything we might need.<br/>We also appreciated the laundry facilities and large kitchen. The host was proactive in checking in with us and made sure everything was going well."
5827 North College,2024-06-24,5,Airbnb,,"What an amazing home.  By far one of the best Airbnb's Ive stayed in. Great location in the MK area. Very quiet and felt like being at home. If you love to cook then this home is for you. The kitchen is amazing and Kathy has every item you will ever need plus a good amount of spices and oils to help get you started. Very clean and modern decor and well maintained.  I visit Indy 2-3 times a year and this is definitely at the top of my list to check for availability when visiting.  Very close to nightlife, markets, bars, and many great places to eat. Great parks nearby and downtown is about 15-20 minutes away.  Don't miss the opportunity to stay here if you get the chance."
Mitchell St,2024-08-21,5,Airbnb,,"I stayed two nights while moving my daughter in at Indiana University. The house is at a great location - very close to the school, peaceful neighborhood, and so many deer around! The host was more than accommodating and quick to respond to any messages sent. The house was just what I needed and I would definitely stay again!"
44 S Holmes,2023-03-18,5,Airbnb,,"I came into town for a funeral, but stayed for a week to visit family and no one had room for us. It felt soo good to have a nice and clean place to call home away from our home. The place was clean, it looked just like the photos, and Gabe was such an awesome host. When I come back into town to visit family. We will definitely book again."
30 Village Court,2023-04-23,5,Airbnb,,Great host! Everything was top notch
5827 North College,2019-07-07,5,Airbnb,,"Beautiful home, lovely neighborhood, second floor, sparkling clean room. Excellent bathroom, sweet dog, delicious coffee. Worked out perfectly for our needs."
Puntledge,2023-07-30,5,Airbnb,,"This home was perfect for three baseball families to stay in. Very close to Gand Park and locals restaurants and grocery stores. I little park across the street and a pond to fish in, nice patio and brand new grill. Clean home and has been updated."
Brentwood Property Group,2023-12-25,5,Google,,
Morris ,2023-10-08,4,Airbnb,,Very clean well put together place to stay while visiting the city
Carson,2024-12-16,3,Airbnb,,Easy check in and host communicates well. Condo smelled like mothballs and beds were not comfortable at all. Neighborhood not desirable.
6115 Ralston,2024-05-06,5,Airbnb,,I have no qualms recommending this accommodation.  We would absolutely return.
1232 Union Street,2025-03-31,5,Airbnb,,Me and my son and dogs enjoyed our stay and felt right at home. This location was close to downtown and restaurants which was our main reason for visiting Indy. We were able to take the dogs on walks downtown and explore. If you’re looking for home away from home this was the place. Easy check-in and clear instructions. The home was spacious and clean. We enjoyed our time in Indianapolis.
1230 Union Street,2023-10-30,4,Airbnb,,"Overall, a good experience. The house is really nice and remodeled. Minus a couple minor issues and the appearance of the neighbors, the house itself was functional and accommodating."
848 Camp St,2023-10-27,5,Airbnb,,Beautiful home!
Primrose Ave,2024-10-23,3,Airbnb,,"Where to start, Brentwood’s place was something else. The biggest issue I had out of everything that happened to us during our short stay was that they charged for an early check-in, It was one fourth of the price of the night which was ridiculous to me and the hostess would not accommodate or cater to much of our needs. Brentwood was much better to work with and offered us credit when we had an issue. The beds are comfortable, and they had a desk that I was able to use for work for a little bit. The neighborhood was okay, and the offered snacks and coffee upon arrival."
Pleasant ,2024-06-09,5,Airbnb,,"Our stay at Brentwood was exceptional. It provided the perfect blend of convenience and comfort for our group of friends and coworkers. Whether you’re in town for business or leisure, this Airbnb is an excellent choice. We would highly recommend it to anyone looking for a stylish and centrally located place to stay in Indianapolis.<br/>Rating: ⭐⭐⭐⭐⭐ (5/5)"
Unit 110,2022-09-18,5,Airbnb,,Cute place!
Sanders,2023-04-02,5,Airbnb,,"Wonderful house!! It was the perfect distance to fountain square and downtown! The space was clean, cute, and perfect for our stay!! We would definitely stay here again!!"
Unit 110,2024-04-19,5,Airbnb,,Close to the airport
Pleasant ,2024-03-08,5,Airbnb,,Daniel was great to work with and the place was perfect. Will be using them again for next year when we come back.
Unit 110,2023-04-15,5,Airbnb,,"This place is just as described. Easy to find, close to the airport <br/>A personal sized coffee maker and selection of pods are the star of the kitchen.<br/>Nice ,big bath towels were unexpected!<br/>Lots of pillows to find your perfect fit <br/>The A/C unt did its job, no problem."
Woodland,2023-04-09,5,Airbnb,,Great stay!
College ,2023-05-07,5,Airbnb,,"From reservation to check in to check out, Gabriel was very helpful and responsive."
Southridge,2025-05-12,4,Airbnb,,"The house was clean, an essential fact for us. Our party included two people in their 80s and five in their 50s. It worked OK for us since there are four rooms with beds.  But there are plenty of stairs to navigate, which could be a problem for some, especially those who are wheelchair-bound."
5827 North College,2025-03-17,5,Airbnb,,"We had a great stay this adorable and super clean home! It was stocked with everything and anything you could possibly need, and the hosts were kind and responsive. Highly recommend!"
44 S Holmes,2023-01-02,5,Airbnb,,I loved the place it was nice and clean it smelled really good lol (I would definitely recommend).
Woodland,2024-11-27,5,Airbnb,,約1週間弱レンタルしました。リビング、キッチンは広いです。寝室も3部屋あり、1つはトイレ付き。リビングにスマートテレビが1台ありますが、YouTubeなども見れます。どれも快適でした。食洗機は無いので、人数が多いと食器洗いが少し大変です。ホストからの回答も早く、質問や問題にも素早く対応してくれました。
Brentwood Property Group,2024-05-27,5,Google,,"The best Airbnb property manager in Indianapolis! Has managed my Airbnb for over a year and is always on top of everything. Great communication, very professional, and MAKES ME MONEY! I wouldn't use anyone else for Airbnb management in Indy."
Fess Ave,2025-03-27,5,Airbnb,,Best furnished Airbnb we have stayed in.  Very thoughtful touches.
2836 N. Washington ,2023-03-19,5,Airbnb,,"Amazing place. By far my best Airbnb experience. Extremely clean and cozy home, very responsive host."
Sanders,2024-06-09,5,Airbnb,,we have stayed here several times. there was an issue with the dishwasher and the host was very responsive and handled the situation quickly
135 Hillcrest ,2024-07-28,4,Airbnb,,Nice home..it was lacking any extra linens.
Grandview,2024-04-19,5,Vrbo,Nice Quiet,"The home is in a very nice quiet neighborhood close to shopping and restaurants 
Spacious and well kept"
2834 N. Washington ,2024-06-30,5,Airbnb,,Just overall a great place to make you feel like home
1232 Union Street,2024-12-23,5,Airbnb,,Did not realize this was a duplex.
Colere Place,2025-01-05,5,Airbnb,,Loved staying here in Indy!  Great communication. So close to everything downtown and a truly excellent condo!  Should we be back in the area again this will be a definite repeat!  HIGHLY recommend.
1123 Olive St.,2025-04-20,5,Airbnb,,"Great location! Coffee shop 1 block away. Short Uber to downtown restaurants and stadiums, Mass Ave, etc. There was plenty of room for the nine of us. Scot"
Sanders,2025-03-09,4,Airbnb,,"Stay was good. It was a clean place and looks as shown. It did echo some and we got a few automated messages about noise. Sensor may just be in a poor location for that.<br/>Garage access was a plus. It's pretty close to downtown and easy to drive to where we wanted. Happy with the experience, would recommend to others."
Pleasant ,2024-01-14,5,Airbnb,,"This was a perfect venue for a girls weekend plenty of bedrooms, bathrooms, and entertainment!"
N. New Jersey ,2023-03-09,5,Airbnb,,As advertised and it worked out great for our convention downtown
Evanston ,2024-09-09,5,Airbnb,,The house was charming and the neighborhood was nice.
1232 Union Street,2024-06-09,5,Airbnb,,Had a great stay and I would definitely book again when I fly back
848 Camp St,2024-09-13,5,Airbnb,,Good location and great space for a larger group to spread out.
Sanders,2024-11-30,5,Vrbo,"Very comfortable, clean home away from home ","We stayed for a week, visiting family for Thanksgiving.  Love the layout and use of space.   The layout and amenities suited our family of 4 so well, we could have been just as comfortable with 4 more guests.  Would definitely stay again."
Evanston ,2023-06-12,5,Airbnb,,We had a great visit. Thanks!
5827 North College,2019-12-22,5,Airbnb,,"2nd time staying here at this beautiful house, will certainly stay here again!"
Morris ,2025-03-09,4,Airbnb,,"We stayed in Indy to go to Supercross at Lucas Oil Stadium for the weekend. We Ubered a few times and it was a breeze for the Uber Drivers to find us place. We actually walked once from downtown back to the Airbnb and it wasn't a bad walk at all. The house was clean, spacious, had plenty of parking for our large group (7), and the host was very communicative. The house had all the necessary basic amenities that you need for a weekend stay. The neighborhood felt a little ""sketchy"", as there are a lot of homeless people  highly visible in the area. However, we didn't have any issues with anyone or anything. <br/>The only disturbance we ran into was the host's noise detectors located in the common area of the house. We traveled with a group of 7 and chose to  enjoy a night-in. The noise in our opinion was NOT excessive at all, but I got multiple texts telling me to keep the noise down. We apologized to the host but it definitely soured everyone's mood."
5827 North College,2020-09-07,5,Airbnb,,Great place to stay for a quick weekend getaway! Kathy has great hospitality and has a very nice home in the broad ripple area.
44 S Holmes,2024-06-30,3,Airbnb,,"Pros:<br/>1) Place smelled good and had all the essentials needed for a good stay. check in was straightforward<br/>2) host was very communicative and came by to quickly replenish clothes detergent when there wasn't any<br/>Cons:<br/>1) The train that runs nearby honks its horn for what feels like 100 times a day, continuing well into the night beyond 2 am. If you're a light sleeper or someone with little tolerance for noise, this place isn't for you. if it's not the train bothering you, it's the neighbor's rooster going off every 3 minutes. <br/>2) several cutleries and dishes were not properly cleaned. This was a surprise considering the hefty cleaning fee charged. <br/>3) Using the TV is troublesome due to connection issues, especially when using apps like Plex. <br/>4) most importantly, the host requires you to divulge personal information (like your home address) using their third party screening tool and will not refund your money if you don't agree, but also won't approve booking unless you do."
1620 Walden Court,2023-10-06,5,Airbnb,,appreciate the hospitality we will be staying again.
Brentwood Property Group,2023-12-24,5,Google,,
Unit 262,2022-09-15,5,Airbnb,,Gabriel was very communicative and helpful. The place was tidy and good for a quick stay in the area.
2836 N. Washington ,2023-06-24,1,Airbnb,,I would not recommend this space for families. The description of the space and neighborhood is not accurate. The allure of this space for families would be in proximity to the Children’s Museum. I recommend finding different accommodations.
Sanders,2023-06-11,5,Airbnb,,Very clean home with a nice backyard outdoor area to hangout and play yard games! 6 of us guys really enjoyed our stay and had fun in downtown Indy.
305 Parkway,2024-12-14,5,Airbnb,,Had a great stay! This location was so close to downtown. It was cheaper for me to Uber back-and-forth then to park in a parking structure!
Grandview,2023-10-22,5,Airbnb,,"Great house, very clean, and exactly as described. Quick communication and easy check-in / check-out. Highly recommend!"
Brentwood Property Group,2024-03-05,5,Google,,
Morris ,2024-12-03,5,Airbnb,,"I had an amazing stay at this Airbnb! The place was spotless, beautifully decorated, and had all the amenities I needed. The host was incredibly friendly and responsive, making sure I felt right at home. The location was perfect, close to great restaurants and attractions. I highly recommend this place to anyone looking for a comfortable and enjoyable stay. I will definitely be coming back!!"
6115 Ralston,2024-03-22,5,Vrbo,Wow!,"What a clean, beautiful, and well-stocked home! They literally have dog bowls, hand soap, and other basics unlike so many other places. The decor is beautiful and functional. A+ host with easy access."
1620 Walden Court,2024-09-23,4,Vrbo,Brother and Sisters Weekend ,Had a wonderful time with family! We do this once a year and this was really nice place stay! All rooms on one level which was really nice as we are all no longer spring chickens! Very nice location and convenient location to shops and restaurants! Would stay here again!
Grandview,2024-06-21,5,Airbnb,,Great location with proximity to Grant park and Carmel.  Staff were very helpful and great with communication
44 S Holmes,2022-10-02,5,Airbnb,,Loved our stay! Its newly renovated.  The kitchen especially is beautiful and the host was great
330 E Caven,2024-12-17,4,Vrbo,,
4452 Carrollton,2024-06-30,5,Airbnb,,"Great location! We loved that we were close enough to be able to walk to a couple local breweries; yet off the busier roads enough that the home and fence yard were quiet, private, and peaceful. We would definitely stay at here again on our next trip to Indy!"
Southridge,2024-06-14,5,Airbnb,,"Great location for travel baseball families, very close to grand park. Clean and spacious. We had a group of four dads and four 16u players and it was perfect for the trip."
College ,2024-11-19,5,Vrbo,,
5827 North College,2019-05-12,5,Airbnb,,"Go here if you can, Kathy is awesome"
Woodland,2024-12-27,5,Airbnb,,All the beds and linens are very comfortable. Perfect set up if you have kids or are getting together with family.
Brentwood Property Group,2023-12-24,5,Google,,
Pleasant ,2024-11-29,5,Airbnb,,"The house was a 5 star house, everything about it was great. The location of the house from downtown was great."
Sanders,2023-09-17,5,Airbnb,,"Great place to stay! Very clean house  & friendly hosts! Within walking distance to bars, distilleries and breweries. Would definitely stay here again."
2836 N. Washington ,2023-09-17,5,Airbnb,,"Very comfortable, nice , and affordable!"
2836 N. Washington ,2024-06-30,5,Airbnb,,Great property in a very convenient location. I felt very safe and lived the fact that it is a block away from a nice running/walking trail. The amenities were awesome. I'd definitely stay there again.
44 S Holmes,2023-07-23,5,Airbnb,,We came to Indy for our daughters bowling tournament Brentwood was conveniently located within reasonable distance to all the places we had to attend during the week. Definitely would book again if we return to Indy.
1301 Ringgold,2025-04-27,5,Airbnb,,"Great stay, no complaints!"
Woodland,2023-07-09,5,Airbnb,,"The house had plenty of what we needed (location, amenities, etc.).  The yard could have been a little more cared for, but overall we were happy with the airbnb."
Unit 110,2023-04-04,5,Airbnb,,great place even though I couldn't make the reservation due to work changes
44 S Holmes,2024-07-15,5,Airbnb,,"My family and I really enjoyed the property. The hosts were super responsive, professional and friendly. The house was as pictured. The neighborhood was not pretty but we didn’t feel unsafe. Looking forward to staying again."
1901 Carrollton ,2024-11-15,5,Airbnb,,The stay was great and felt right at home! Thank you!
44 S Holmes,2023-07-03,5,Airbnb,,Very nice home. Great location.  And on site parking.
N. New Jersey ,2024-08-01,5,Vrbo,Perfect!,"The home was perfect for our family of 5! Very clean and super comfortable. Easy to get downtown, close to the store and coffee shops. We had amazing communication from the property manager."
Lake Ridge,2024-07-21,4,Airbnb,,"Decent airbnb! Very responsive host. The condo is in the woods so we did note several bugs both dead and alive inside the home. Otherwise, was clean. Parking was slightly confusing, as an older gentleman on the complex told us twice in our night stay that we weren’t allowed to park in the parking lot unless we lived here… We tried two different lots & we’re heckled both times. Aside from that, cute & quaint property."
Unit 262,2023-03-17,5,Airbnb,,Great location. Had everything I needed and more for my stay!
1901 Carrollton ,2023-07-02,5,Airbnb,,Second time staying in this home; both times have been very nice!
Unit 110,2022-09-16,5,Airbnb,,Nice place . Few start up hiccups were quickly handled by Gabriel.
44 S Holmes,2023-06-18,5,Airbnb,,My family felt at home. Everything was clean and neat. The host was very friendly. I would definitely rent again if I go back to Indianapolis.
2836 N. Washington ,2024-09-13,5,Airbnb,,Thank
Pleasant ,2025-01-02,5,Airbnb,,"Our stay at the Airbnb was absolutely fantastic! From the moment we arrived, we were impressed by how clean, stylish, and thoughtfully appointed the space was. The home perfectly blends modern comforts with cozy charm, making it a wonderful retreat after exploring the city.<br/>The location is ideal—close to everything Indianapolis has to offer, yet tucked away in a peaceful and welcoming neighborhood. We loved how quiet it was at night, allowing us to relax and recharge.<br/>The hosts clearly put a lot of care into making guests feel welcome. From the comfortable beds to the fully equipped kitchen, every detail was carefully considered. The layout was perfect for our group, offering plenty of space to gather as well as privacy when needed.<br/>We appreciated the clear and prompt communication from the host, making check-in and check-out seamless. This property is a gem, and we would absolutely stay here again when we visit. Excellent place!!"
Morris ,2023-09-25,5,Airbnb,,Good place
135 Hillcrest ,2023-09-17,5,Airbnb,,Home was very close to Grand Park and accommodating.
5827 North College,2024-06-30,5,Airbnb,,"Wow, what an incredible Airbnb experience! Our stay was flawless from start to finish. The house was perfect in every way - pristine & clean and exactly as described in the listing. Every corner was spotless and well-maintained, making us feel instantly at ease and comfortable.<br/>Kathy truly went above and beyond as a host. Communication was superb right from the booking process through to check-out. She was proactive, responsive, and genuinely cared about our experience <br/>One of the highlights was the thoughtful touches throughout the house. From a well-stocked kitchen to the laundry supplies, it had absolutely everything we needed and more. It's clear that the hosts pay attention to every detail to ensure guests have a fantastic stay.<br/>The location was ideal. Walking distance to a number of nice restaurants.<br/>Overall, the rental exceeded our expectations in every aspect. Cannot recommend it highly enough for anyone looking for a perfect getaway."
302 E. 19th St.,2025-02-09,5,Airbnb,,"Great stay, super close to stadiums"
Puntledge,2024-08-05,5,Airbnb,,Excellent location for our long weekend. Clean and inviting. Host was very responsive and helpful throughout! Would recommend 100%!
Fess Ave,2024-07-08,5,Vrbo,Great location near park!,Great house with a fantastic location. Bryan Park was just a few steps away which made our morning walks so nice. House was well appointed with everything we needed! Will stay again. Highly recommend!!
Puntledge,2023-05-12,5,Airbnb,,"This was perfect for us - a family of 4. Room to spread out. Very clean, beautiful home and neighborhood.  Five star all the way!"
5827 North College,2024-07-21,5,Airbnb,,"We had a wonderful weekend at Kathy’s house. Kathy was extremely responsive to any question I had. Everything was clean and well appointed. Extra blankets and towels were provided. Lovely toiletries by Grown Apothecary stocked each bathroom. The kitchen had everything! Three ways to brew coffee, gorgeous stove and fridge along with labeled shelves of anything you need in a kitchen. The neighborhood is beautiful. The house is on a main road but noise isn’t an issue after dark. <br/>Whenever we come back to the Indianapolis area, we will be back! Thank you Kathy!"
1901 Carrollton ,2023-10-28,5,Airbnb,,"8-days stay <br/>""My experience was excellent. It was easy to find, just off the main roads, with ample parking. The house is situated on a corner, providing a peaceful environment. A supermarket is conveniently located just a few blocks away, and there is a soul-food restaurants within a block, serving delicious food, well-maintained, offering a pleasant atmosphere and a good social environment.<br/>However, I must mention that, apart from these positive aspects, there were a few issues with the bedroom. The furniture appeared to be of lower quality, the dressers were in poor condition, the twin futons in one of the bedrooms were uncomfortable. My face washcloths was clean but somewhat dingy, as if they had been used for cleaning other surfaces. These issues are not dealbreakers, and I would still highly recommend this place.""<br/>Best regards,<br/>PF"
Woodland,2024-11-03,5,Vrbo,Close to Everything ,We stayed here to attend a weekend swim meet at Noblesville High School.  It was only a 6 minute drive to the school.  Restaurants and shopping were within 10 minutes of the house. We had enough room for a family of 5.
1123 Olive St.,2024-11-07,5,Vrbo,Indy check in ,"Property was beautiful as advertised. Easy check in, perfect location, easy check out, and great parking. One of the best rentals I've had. "
N. New Jersey ,2024-12-11,5,Vrbo,Thanksgiving in Indy,Brought our adult children to Indy to spend Thanksgiving together. The house was perfect for our group with plenty of spaces to gather in. Wish it would have been warmer to enjoy the large front porch! Property does have some highway noise but we were worn out from all our adventures that it wasn’t an issue. Beds were comfy and we had everything we needed. 
Woodland,2025-02-09,5,Airbnb,,"Very spacious and comfortable for a large number of guests for short term  - although only 1 full bathroom and 1 half-bathroom wasn’t hard to make it work for 5 people, but if we’re staying longer would need an extra shower or something.<br/>Lovely large backyard for kids to run around in."
5827 North College,2018-12-02,5,Airbnb,,Excellent lodging accommodations and a thoughtful host. Would highly recommend it
44 S Holmes,2022-10-17,3,Airbnb,,The house itself is nice and tidy and clean. The area is not nice and is very loud. Train runs all hours of the night.
44 S Holmes,2022-08-11,5,Airbnb,,Great
1230 Union Street,2024-11-02,5,Vrbo,Indy Eras Tour Stay,"We had a great stay! House is nicely updated. Very walkable to Lucas Oil Stadium. The hosts left us a nice title Era’s Tour gift bag upon arriving. My wife loved it. Got the weekend off to a great start. 

Thanks for a wonderful stay!"
Unit 262,2024-09-06,3,Airbnb,,"Pros; Responsive host. Excellent location for dining, shopping and highway access. Cons; Unit not well cleaned, Parking lot in bad shape, damaged both our cars. Host offered partial refund which felt insincere and more CYA for Airbnb policies. Unable to accept as alternatives were 3x the cost. Hosts then wished us luck getting further help from airbnb, which came across poorly. AC in kitchen so front of unit cold, bedrooms sweltering. Provided fans not helpful and several broken. Horrible wifi, cuts out constantly. Loud, inconsiderate neighbors. Smell of smoke(all kinds) throughout complex. Parking ""assigned"" but frequent issues so was directed to guest parking *2 spots* or ""park wherever."" Not recommended for extended stays(we were there a month,) families with young children, or single women. Neighbors seemed displeased its an Airbn and treat you accordingly. While several issues were out of hosts control it was important to note them for other travelers. Generally our worst stay."
2836 N. Washington ,2025-01-28,5,Vrbo,Swim meet weekend,"We stayed here for a swim meet and it was a fantastic space for us with our two teens! Very clean, spacious, good location. Very communicative hosts and easy check in process. Would definitely stay here again!"
N. New Jersey ,2025-02-02,3,Vrbo,Nice Place ,House was nice.  We had a leak in the coffee area while staying there.  Convenient that we didn’t have to park in the street.  Little older than I expected but overall good condition.  The communication of property management was very good.  
Brentwood Property Group,2023-10-05,5,Google,,We just signed a lease with this company they are absolutely amazing I called them about a water leak & it wasn't but a short few minutes before somebody showed up to fix it they respond very quickly absolutely love that. 💕
44 S Holmes,2024-11-09,5,Airbnb,,Vey good house and helpful host .
